stable_key,section,subsection,page_start,page_end,source_id_or_name,original_text,corrected_text,errata_applied,errata_source,errata_version_or_date,change_summary,notes
outcomes-984,OUTCOMES,,109,109,984,"You peer into arid land of high Plateau and sweeping vistas. Here, the earth swells up toward the sky and plunges into deep crevasses of
eternal gloom.
Add
. Add Beyond the Jagged Rim (GZ04) to your goals.","You peer into arid land of high Plateau and sweeping vistas. Here, the earth swells up toward the sky and plunges into deep crevasses of
eternal gloom.
Add
. Add Beyond the Jagged Rim (GZ04) to your goals.",False,,,,
outcomes-986,OUTCOMES,,109,110,986,"Within the lair, you discover a massive wall of ice wrought with the behemoth's strange markings.
As you stare at the wall, the images come alive, playing out many scenes that wrestle for dominance
in your mind. One becomes clear for a moment, one future in a tumult of possibility.
Resolve the first you are able:
A) The pigment on the wall swirls into a vast, choking cloud, and you reel under its enormity:
If
or
is a current omen, find Goal card GC10. The player who completed the final champion test may look at that
card for no more than 1 minute, then returns it to the Goal deck and describes it to the other players for any amount of time.
Then illustrate the saga of the neverdawn on the primal cave wall, including BH3's mark (i), the underworld mark (ii), and the
prophecy mark (iii) enclosing the
mark.
B) As the vision fades, your ears ring with shouts of anger and your nostrils fill with the scent of blood:
If
or
is a current omen, find Goal card GZ06. The player who completed the final champion test may look at that card for no more than 1
minute, then returns it to the Goal deck and describes it to the other players for any amount of time. Then illustrate the saga of the foretold split on
the primal cave wall, including BH3's mark (i) and the prophecy mark (iii) enclosing the
mark.
(continued on next page)
i
ii
iii

C) You stumble back from the twisting markings, one lair blending into another: If
is a current omen, find
Goal card GZ15. The player who completed the final champion test may look at that card for no more than 1
minute, then returns it to the Goal deck and describes it to the other players for any amount of time. Then
illustrate the saga of the ageless vault on the primal cave wall, including the BH3's mark (i) and the prophecy
mark (iii) enclosing the
mark.
At the end of this challenge, end the current epoch. Refer to Codex p.196 to continue your campaign into Epoch 2.","Within the lair, you discover a massive wall of ice wrought with the behemoth's strange markings.
As you stare at the wall, the images come alive, playing out many scenes that wrestle for dominance
in your mind. One becomes clear for a moment, one future in a tumult of possibility.
Resolve the first you are able:
A) The pigment on the wall swirls into a vast, choking cloud, and you reel under its enormity:
If
or
is a current omen, find Goal card GC10. The player who completed the final champion test may look at that
card for no more than 1 minute, then returns it to the Goal deck and describes it to the other players for any amount of time.
Then illustrate the saga of the neverdawn on the primal cave wall, including BH3's mark (i), the underworld mark (ii), and the
prophecy mark (iii) enclosing the
mark.
B) As the vision fades, your ears ring with shouts of anger and your nostrils fill with the scent of blood:
If
or
is a current omen, find Goal card GZ06. The player who completed the final champion test may look at that card for no more than 1
minute, then returns it to the Goal deck and describes it to the other players for any amount of time. Then illustrate the saga of the foretold split on
the primal cave wall, including BH3's mark (i) and the prophecy mark (iii) enclosing the
mark.
(continued on next page)
i
ii
iii

C) You stumble back from the twisting markings, one lair blending into another: If
is a current omen, find
Goal card GZ15. The player who completed the final champion test may look at that card for no more than 1
minute, then returns it to the Goal deck and describes it to the other players for any amount of time. Then
illustrate the saga of the ageless vault on the primal cave wall, including the BH3's mark (i) and the prophecy
mark (iii) enclosing the
mark.
At the end of this challenge, end the current epoch. Refer to Codex p.196 to continue your campaign into Epoch 2.",False,,,,
outcomes-988,OUTCOMES,,110,110,988,"Overharvesting of plants disrupts the cycles of growth, making vital staple foods harder and harder to find as the generations pass. Now,
your people face a difficult decision...
As a group, the players must choose one of the following paths for your society:
A) Allow the overharvesting to continue: Subtract
. For each of the following regions, remove the cards below from the Foraging
decks, if able:
1) If there is at least 1 Verdant Vale hex in the valley, remove FF09 from the Forest Foraging deck.
2) If there is at least 1 Skyreach Plateau hex in the valley, remove FP07 from the Prairie Foraging deck.
3) If there is at least 1 Maelstrom Hills hex in the valley, remove FM04 from the Jungle Foraging deck.
4) If there is at least 1 Tangle hex in the valley (and this region is available), remove FT03 from the Glade Foraging deck.
B) Restrict harvesting plants: Add ""harvesting 3 or more vegetables in a single day"" to the Taboos section of the Culture page of the Journal.
Gain the Taboos (KN18) Knowledge card. Add
. Illustrate the saga of the cautious harvest on the primal cave wall, including the following
marks: caution (i), herbalism (ii), taboo (iii).
C) Reevaluate old taboos about diet: If you have a taboo against eating meat (fish or game), remove that taboo and add
.","Overharvesting of plants disrupts the cycles of growth, making vital staple foods harder and harder to find as the generations pass. Now,
your people face a difficult decision...
As a group, the players must choose one of the following paths for your society:
A) Allow the overharvesting to continue: Subtract
. For each of the following regions, remove the cards below from the Foraging
decks, if able:
1) If there is at least 1 Verdant Vale hex in the valley, remove FF09 from the Forest Foraging deck.
2) If there is at least 1 Skyreach Plateau hex in the valley, remove FP07 from the Prairie Foraging deck.
3) If there is at least 1 Maelstrom Hills hex in the valley, remove FM04 from the Jungle Foraging deck.
4) If there is at least 1 Tangle hex in the valley (and this region is available), remove FT03 from the Glade Foraging deck.
B) Restrict harvesting plants: Add ""harvesting 3 or more vegetables in a single day"" to the Taboos section of the Culture page of the Journal.
Gain the Taboos (KN18) Knowledge card. Add
. Illustrate the saga of the cautious harvest on the primal cave wall, including the following
marks: caution (i), herbalism (ii), taboo (iii).
C) Reevaluate old taboos about diet: If you have a taboo against eating meat (fish or game), remove that taboo and add
.",False,,,,
outcomes-990,OUTCOMES,,110,110,990,"A black cloud in the distance catches your attention. It roils on the horizon, just beyond reach.
If the Volcanic Wastes mark is on the primal cave wall, add
. Otherwise, add Seek the Shadow Column (GY02) to your goals.","A black cloud in the distance catches your attention. It roils on the horizon, just beyond reach.
If the Volcanic Wastes mark is on the primal cave wall, add
. Otherwise, add Seek the Shadow Column (GY02) to your goals.",False,,,,
outcomes-992,OUTCOMES,,110,110,992,"As day is inverted to night, the certainty of the waking world is upended. Seething tensions burst to the surface, and chaos reigns beneath the
vanished sun.
Subtract
. Each character in a hex with an outpost suffers
unless they are cunning or wise.","As day is inverted to night, the certainty of the waking world is upended. Seething tensions burst to the surface, and chaos reigns beneath the
vanished sun.
Subtract
. Each character in a hex with an outpost suffers
unless they are cunning or wise.",False,,,,
outcomes-993,OUTCOMES,,110,110,993,"You grow dreadfully ill. In the morning, you hear others coughing...
If the plague mark is on the primal cave wall, add
. Otherwise, add Pestilence (CZ03) to your looming challenges.
iii
ii
i
i
iii","You grow dreadfully ill. In the morning, you hear others coughing...
If the plague mark is on the primal cave wall, add
. Otherwise, add Pestilence (CZ03) to your looming challenges.
iii
ii
i
i
iii",False,,,,
outcomes-994,OUTCOMES,,111,111,994,"In memorializing the deeds of your ancestors through song, your characters have earned their own place as legends.
Subtract
. Illustrate the saga of the songweavers on the primal cave wall, including the songweaver mark.
Gain the Legends (KN15) Knowledge card.","In memorializing the deeds of your ancestors through song, your characters have earned their own place as legends.
Subtract
. Illustrate the saga of the songweavers on the primal cave wall, including the songweaver mark.
Gain the Legends (KN15) Knowledge card.",False,,,,
outcomes-995,OUTCOMES,,111,111,995,"The behemoth has gorged itself upon the fruits of the valley, leaving little for anyone else...
Until the end of this challenge (or the end of the current event, in Endless Mode), each character can gain a maximum of 1 vegetable food per
day from the forage action.
Then, remove this behemoth's aim and all of its trace tokens. Assign the Return to Slumber (BT20) instinct to this behemoth (replacing its
previous instinct).","The behemoth has gorged itself upon the fruits of the valley, leaving little for anyone else...
Until the end of this challenge (or the end of the current event, in Endless Mode), each character can gain a maximum of 1 vegetable food per
day from the forage action.
Then, remove this behemoth's aim and all of its trace tokens. Assign the Return to Slumber (BT20) instinct to this behemoth (replacing its
previous instinct).",False,,,,
outcomes-996,OUTCOMES,,111,111,996,"You are caught in a rock slide!
Test
to wriggle from the pile. Add +2 if you are cunning and +2 if you have
.
11+
You slip free of the rocky teeth without incident. No effect.
8-10	 You must twist your arm to free yourself. Suffer
.
1-7
Getting free is a laborious and painful process. Suffer
and lose
.","You are caught in a rock slide!
Test
to wriggle from the pile. Add +2 if you are cunning and +2 if you have
.
11+
You slip free of the rocky teeth without incident. No effect.
8-10	 You must twist your arm to free yourself. Suffer
.
1-7
Getting free is a laborious and painful process. Suffer
and lose
.",False,,,,
outcomes-997,OUTCOMES,,111,111,997,"As you wake to the darkened dawn, the ashen behemoth stands before your village as if beckoning you. You can sense that your ancient
bond with the behemoth is now of the utmost importance.
Add
. Place the BH4 in a hex adjacent to a hex with an outpost. Place
on the Study the Ashen Behemoth Goal card.","As you wake to the darkened dawn, the ashen behemoth stands before your village as if beckoning you. You can sense that your ancient
bond with the behemoth is now of the utmost importance.
Add
. Place the BH4 in a hex adjacent to a hex with an outpost. Place
on the Study the Ashen Behemoth Goal card.",False,,,,
outcomes-998,OUTCOMES,,111,111,998,"The comet's champion approaches a village. Already, you can see the coral spreading, spores thick in the air and threatening to overtake
this place. You steel yourself to face the one given over to the wanderer's power. They raise a hand, and tendrils of live coral lash from the
ground, slicing at your flesh!
Resolve a contest of your
versus the coral champion's
to fight. Add +2 to your result if you have a moonblood item. Add +2 to the coral
champion's result for each adjacent hex with an active coral overgrowth.
Success: You race up to the coral champion, avoiding the lashing tendrils. Your blow strikes true, and the coral champion staggers back,
vanishing into the seething mist of spores. Add
to
.
Failure: The coral champion moves swiftly, evading your strikes and delivering a devastating counterattack. Suffer
.","The comet's champion approaches a village. Already, you can see the coral spreading, spores thick in the air and threatening to overtake
this place. You steel yourself to face the one given over to the wanderer's power. They raise a hand, and tendrils of live coral lash from the
ground, slicing at your flesh!
Resolve a contest of your
versus the coral champion's
to fight. Add +2 to your result if you have a moonblood item. Add +2 to the coral
champion's result for each adjacent hex with an active coral overgrowth.
Success: You race up to the coral champion, avoiding the lashing tendrils. Your blow strikes true, and the coral champion staggers back,
vanishing into the seething mist of spores. Add
to
.
Failure: The coral champion moves swiftly, evading your strikes and delivering a devastating counterattack. Suffer
.",False,,,,
outcomes-999,OUTCOMES,,111,111,999,"The behemoth's fury subsides and it begins to plod toward its lair, its need to assert its dominance satisfied for now.
For each hex with an outpost and a trace token, subtract
and add
. Each character in a hex with a trace token suffers
.
Then, remove this behemoth's aim and all of its trace tokens.. Assign the Return to Slumber (BT20) instinct to this behemoth (replacing its
previous instinct).","The behemoth's fury subsides and it begins to plod toward its lair, its need to assert its dominance satisfied for now.
For each hex with an outpost and a trace token, subtract
and add
. Each character in a hex with a trace token suffers
.
Then, remove this behemoth's aim and all of its trace tokens.. Assign the Return to Slumber (BT20) instinct to this behemoth (replacing its
previous instinct).",False,,,,
omens-cloud-omens-p-113,OMENS,CLOUD,113,113,OMENS p.113,OMEN,OMEN,False,,,,
omens-cloud-ca05,OMENS,CLOUD,114,114,CA05,"You see wisps of cloud on the horizon, and wonder if you should water your plants.
If there are 1 or more tokens on Seeds of Success, you may discard 3 water to add another one of those tokens to that goal.","You see wisps of cloud on the horizon, and wonder if you should water your plants.
If there are 1 or more tokens on Seeds of Success, you may discard 3 water to add another one of those tokens to that goal.",False,,,,
omens-cloud-cb08,OMENS,CLOUD,114,114,CB08,"Clouds crawl ominously over the mountains. This portends nothing good.
You may spend
to gain
to an attribute of your choice.","Clouds crawl ominously over the mountains. This portends nothing good.
You may spend
to gain
to an attribute of your choice.",False,,,,
omens-cloud-cc04,OMENS,CLOUD,114,114,CC04,"The great, billowing masses of dust that choke the valley make you leery to travel overland. Perhaps the underground is safer?
Until the end of the next day, if your society has the Delving Knowledge card, you may spend
instead of
to perform the delve action.","The great, billowing masses of dust that choke the valley make you leery to travel overland. Perhaps the underground is safer?
Until the end of the next day, if your society has the Delving Knowledge card, you may spend
instead of
to perform the delve action.",False,,,,
omens-cloud-cz08,OMENS,CLOUD,114,114,CZ08,"The behemoths' bellows resound like thunder across the valley. Best not to find yourself underfoot.
You may spend
to gain
to
.","The behemoths' bellows resound like thunder across the valley. Best not to find yourself underfoot.
You may spend
to gain
to
.",False,,,,
omens-cloud-em04,OMENS,CLOUD,114,114,EM04,"Dark clouds gather on the horizon. Visions of lightning spring to your mind, and you steel yourself against the risk of spreading flames.
You may spend
to gain
to
.
EM08,","Dark clouds gather on the horizon. Visions of lightning spring to your mind, and you steel yourself against the risk of spreading flames.
You may spend
to gain
to
.
EM08,",False,,,,
omens-cloud-em09,OMENS,CLOUD,114,114,EM09,"The behemoth's footsteps rock the earth. The disturbances emanate into the sky, scattering even the clouds above. You listen to the
reverberations.
Until the end of the next day, reduce the cost to study the behemoth to
.","The behemoth's footsteps rock the earth. The disturbances emanate into the sky, scattering even the clouds above. You listen to the
reverberations.
Until the end of the next day, reduce the cost to study the behemoth to
.",False,,,,
omens-cloud-em10,OMENS,CLOUD,114,114,EM10,"In the clouds, you see the face of an ancient ancestor. It swirls for a moment, and then the vision vanishes.
If your society has the Legends Knowledge card, you may spend
to gain a Legend card.","In the clouds, you see the face of an ancient ancestor. It swirls for a moment, and then the vision vanishes.
If your society has the Legends Knowledge card, you may spend
to gain a Legend card.",False,,,,
omens-cloud-ff01,OMENS,CLOUD,114,115,FF01,"A windblown cloud tugs at your vision, drawing your eye to an oncoming line of storms.
Resolve the first you are able:
A) You know from experience that clouds like those mean you'll have plenty of clean water soon: If the
mark is on the primal cave wall, you
may spend 1
to gain 2  water.
B) You think that the coming storms might give you an opportunity: Test
to spot an chance to gather resources. Add +2 if you are resourceful
and +2 if you are cunning.
12+
You know that animals bed down when the rain hits, and look for a den. There, you catch a fine prey animal. Stop foraging and gain 2
meat, 1 bone, and 1 hide. Then illustrate the saga of the sky's lament on the primal cave wall, including the
omen.

(ctnd.)
9-11	 Clouds mean rainfall, which means clean water. You set out your pouch and wait under a tree. Gain 2 water, then continue foraging.
1-8
It's just a cloud. You make a mental note of it but go about your venture. Gain 1
and continue foraging.","A windblown cloud tugs at your vision, drawing your eye to an oncoming line of storms.
Resolve the first you are able:
A) You know from experience that clouds like those mean you'll have plenty of clean water soon: If the
mark is on the primal cave wall, you
may spend 1
to gain 2  water.
B) You think that the coming storms might give you an opportunity: Test
to spot an chance to gather resources. Add +2 if you are resourceful
and +2 if you are cunning.
12+
You know that animals bed down when the rain hits, and look for a den. There, you catch a fine prey animal. Stop foraging and gain 2
meat, 1 bone, and 1 hide. Then illustrate the saga of the sky's lament on the primal cave wall, including the
omen.

(ctnd.)
9-11	 Clouds mean rainfall, which means clean water. You set out your pouch and wait under a tree. Gain 2 water, then continue foraging.
1-8
It's just a cloud. You make a mental note of it but go about your venture. Gain 1
and continue foraging.",False,,,,Merged duplicate source ID across page boundary.
omens-cloud-fm06,OMENS,CLOUD,115,115,FM06,"You spot an unfortunately empty nest under a small shrub. However, you're struck with an idea, the swirling mists of this place may provide
you with a bit of concealment while you lie in wait for the owner of the nest.
Resolve the first you are able:
A) Note the nest and move on: Add
, then continue foraging.
B) Raid the nest for supplies: Stop foraging and gain 1 game, 1 root, 1 feather, and 1 fiber.","You spot an unfortunately empty nest under a small shrub. However, you're struck with an idea, the swirling mists of this place may provide
you with a bit of concealment while you lie in wait for the owner of the nest.
Resolve the first you are able:
A) Note the nest and move on: Add
, then continue foraging.
B) Raid the nest for supplies: Stop foraging and gain 1 game, 1 root, 1 feather, and 1 fiber.",False,,,,
omens-cloud-fp06,OMENS,CLOUD,115,115,FP06,"Even as the hunter-beast descends upon you, a shadow slides overhead. A fast-rolling thunderhead of the plains? The omen gives you
courage, and the beast seems to sense your potency.
Resolve the first you are able:
A) Face the beast: Gain a
to
or
, then encounter the predator. Add The Hunter's Trial (GA05) to your goals.
B) Strike at the beast's weak point you've heard in your people's stories: If the beastslayer mark is on the primal
cave wall, instead gain a
to
or
, then encounter the predator.","Even as the hunter-beast descends upon you, a shadow slides overhead. A fast-rolling thunderhead of the plains? The omen gives you
courage, and the beast seems to sense your potency.
Resolve the first you are able:
A) Face the beast: Gain a
to
or
, then encounter the predator. Add The Hunter's Trial (GA05) to your goals.
B) Strike at the beast's weak point you've heard in your people's stories: If the beastslayer mark is on the primal
cave wall, instead gain a
to
or
, then encounter the predator.",False,,,,
omens-cloud-ft10,OMENS,CLOUD,115,115,FT10,"You see a cloud floating by, and realize you can hide from predators in its shadow.
You may test
to hide from a predator. Add +2 if you are cunning.
7+
Choose one card with a predator on it and remove it from your tableau.
1-6
Your attempt to hide is futile. Stop foraging and encounter a predator.","You see a cloud floating by, and realize you can hide from predators in its shadow.
You may test
to hide from a predator. Add +2 if you are cunning.
7+
Choose one card with a predator on it and remove it from your tableau.
1-6
Your attempt to hide is futile. Stop foraging and encounter a predator.",False,,,,
omens-cloud-ga11,OMENS,CLOUD,115,115,GA11,"A gentle trail of clouds leads your gaze to something unexpected...
You may spend
to place a mystery token in a hex of your choice without a character, choosing one with a mountain, if able.","A gentle trail of clouds leads your gaze to something unexpected...
You may spend
to place a mystery token in a hex of your choice without a character, choosing one with a mountain, if able.",False,,,,
omens-cloud-ga13,OMENS,CLOUD,115,115,GA13,"The shifting clouds provide you a measure of cover as darkness dapples the valley.
The next time you encounter the behemoth today, you may treat its demeanor as 2 lower (to a minimum of 1).","The shifting clouds provide you a measure of cover as darkness dapples the valley.
The next time you encounter the behemoth today, you may treat its demeanor as 2 lower (to a minimum of 1).",False,,,,
omens-cloud-gz16,OMENS,CLOUD,115,115,GZ16,"The light slips through the clouds to illuminate an object of interest...
If there is a behemoth's lair in your hex, you may spend
to gain 1 of its curio.","The light slips through the clouds to illuminate an object of interest...
If there is a behemoth's lair in your hex, you may spend
to gain 1 of its curio.",False,,,,
omens-cloud-it52,OMENS,CLOUD,115,116,IT52,"You sit in stillness and contemplate the meaning of the clouds. At times they appear as massive solid mountains in the sky, and yet at other
times they rage and swirl and bring with them rain and wrath. You think on the concepts of strength, inviolability, and change. Perhaps you
ought to leave a small cairn of stones here, to remember these thoughts.
(continued on next page)

(cntd.)
Resolve the first you are able:
A) You build the cairn, reflecting on your life so far: If the growth mark is on your Character card, add
.
B) You take off the talisman and place it as the final stone, completing something within your self: Discard the
Cloudstone Talisman Item card. If you do, permanently raise your
by 1 (to a maximum of 7) and gain the intrepid trait.
Add the growth mark to the Legend side of your Character card.","You sit in stillness and contemplate the meaning of the clouds. At times they appear as massive solid mountains in the sky, and yet at other
times they rage and swirl and bring with them rain and wrath. You think on the concepts of strength, inviolability, and change. Perhaps you
ought to leave a small cairn of stones here, to remember these thoughts.
(continued on next page)

(cntd.)
Resolve the first you are able:
A) You build the cairn, reflecting on your life so far: If the growth mark is on your Character card, add
.
B) You take off the talisman and place it as the final stone, completing something within your self: Discard the
Cloudstone Talisman Item card. If you do, permanently raise your
by 1 (to a maximum of 7) and gain the intrepid trait.
Add the growth mark to the Legend side of your Character card.",False,,,,Merged duplicate source ID across page boundary.
omens-cloud-ja04,OMENS,CLOUD,116,116,JA04,"Rather than trying to orient yourself and becoming frustrated, your mind drifts to the distant clouds in the sky. They float about like great
mountains without purpose, yet they always arrive where they are going, ferried by the breeze. So will you. You let the wind tug at you and
wander on.
Instead of resolving this Journey card, gain
. Then, resolve the first you are able:
A) Follow the breeze to a familiar path: If the
mark is on the primal cave wall, add
.
B) Meticulously note the path the wind reveals to you: Illustrate the saga of the billowing breeze on the primal cave wall, including the
mark
and the mystery mark.","Rather than trying to orient yourself and becoming frustrated, your mind drifts to the distant clouds in the sky. They float about like great
mountains without purpose, yet they always arrive where they are going, ferried by the breeze. So will you. You let the wind tug at you and
wander on.
Instead of resolving this Journey card, gain
. Then, resolve the first you are able:
A) Follow the breeze to a familiar path: If the
mark is on the primal cave wall, add
.
B) Meticulously note the path the wind reveals to you: Illustrate the saga of the billowing breeze on the primal cave wall, including the
mark
and the mystery mark.",False,,,,
omens-cloud-jb01,OMENS,CLOUD,116,116,JB01,"Within the cache, you find...
Resolve the first you are able:
A) ...something truly unique: If there is an active behemoth lair in the valley, instead of resolving this Journey card, set aside the corresponding
Item cards from the item deck (without looking at their fronts). If any character currently has any of the trophy Item cards that share a name with
them, exclude those cards from the cards you set aside (if no cards are available, go to ""B"").
IT85, IT86                                   IT87, IT88                                   IT92, IT93                                   IT99, IT100
B) ...strange marks that confound you: Add
.","Within the cache, you find...
Resolve the first you are able:
A) ...something truly unique: If there is an active behemoth lair in the valley, instead of resolving this Journey card, set aside the corresponding
Item cards from the item deck (without looking at their fronts). If any character currently has any of the trophy Item cards that share a name with
them, exclude those cards from the cards you set aside (if no cards are available, go to ""B"").
IT85, IT86                                   IT87, IT88                                   IT92, IT93                                   IT99, IT100
B) ...strange marks that confound you: Add
.",False,,,,
omens-cloud-je04,OMENS,CLOUD,116,116,JE04,"Vast faces form in the clouds swirling overhead.
Add
.","Vast faces form in the clouds swirling overhead.
Add
.",False,,,,
omens-cloud-je05,OMENS,CLOUD,116,116,JE05,"The clouds shift overhead, and light dapples the hillock. On the horizon, the break in the clouds reveals something even more intriguing...
Instead of resolving this Journey card, place a mystery token in a hex of your choice without a character.","The clouds shift overhead, and light dapples the hillock. On the horizon, the break in the clouds reveals something even more intriguing...
Instead of resolving this Journey card, place a mystery token in a hex of your choice without a character.",False,,,,
omens-cloud-je07,OMENS,CLOUD,116,116,JE07,"The smoke of your people's fires stir a rage in you that builds like a thundercloud.
Gain
to
.","The smoke of your people's fires stir a rage in you that builds like a thundercloud.
Gain
to
.",False,,,,
omens-cloud-jm01,OMENS,CLOUD,117,117,JM01,"You see a wisp of silk trailing from the ridgecrawler's massive antenna like a white, puffy cloud. If you pulled on it, you might be able to steer
the beast!
If your
is 4 or higher, when resolving this Journey card, you may choose a hex instead of selecting at random.","You see a wisp of silk trailing from the ridgecrawler's massive antenna like a white, puffy cloud. If you pulled on it, you might be able to steer
the beast!
If your
is 4 or higher, when resolving this Journey card, you may choose a hex instead of selecting at random.",False,,,,
omens-cloud-jm02,OMENS,CLOUD,117,117,JM02,"Instead of trying to avoid the burning mists, you pull your garb close around your face and let them billow past.
Your society gains the Mist-Walker (MA19) mantle power.","Instead of trying to avoid the burning mists, you pull your garb close around your face and let them billow past.
Your society gains the Mist-Walker (MA19) mantle power.",False,,,,
omens-cloud-jm05,OMENS,CLOUD,117,117,JM05,"You follow the paths in the mist created by the twisting winds, reaching your destination.
After resolving this Journey card, place your character in a hex of your choice in the Maelstrom Hills region (without drawing a Journey card).","You follow the paths in the mist created by the twisting winds, reaching your destination.
After resolving this Journey card, place your character in a hex of your choice in the Maelstrom Hills region (without drawing a Journey card).",False,,,,
omens-cloud-jy05,OMENS,CLOUD,117,117,JY05,"There seems to be a break in the clouds coming. If you can just cling on a bit longer, it might warm up.
You may test
instead of
when resolving the test on this card. After testing, regardless of your result, you may spend
to
990.","There seems to be a break in the clouds coming. If you can just cling on a bit longer, it might warm up.
You may test
instead of
when resolving the test on this card. After testing, regardless of your result, you may spend
to
990.",False,,,,
omens-cloud-kn04,OMENS,CLOUD,117,117,KN04,"A cloud drifts by, carrying water to the valley. Could you capture that water somehow? You wonder...
Design the Raincatchers (ST15) structure (without spending
).
PR01A
You see the billowing shapes of clouds all around you, in the sky, obviously, where they can take many forms, but also in your people's art
and in the shapes of the valley itself. With such ubiquity, sometimes a cloud is just a cloud, and it means nothing more. But this is its own lesson
as well, for sometimes even the mundane holds meaning, and only a keen observer can infer it. ""Observe,"" the cloud says, ""I may appear
myriad and innocuous, but hidden within can be the rumblings of a mighty storm and untold fury.""
No effect.","A cloud drifts by, carrying water to the valley. Could you capture that water somehow? You wonder...
Design the Raincatchers (ST15) structure (without spending
).
PR01A
You see the billowing shapes of clouds all around you, in the sky, obviously, where they can take many forms, but also in your people's art
and in the shapes of the valley itself. With such ubiquity, sometimes a cloud is just a cloud, and it means nothing more. But this is its own lesson
as well, for sometimes even the mundane holds meaning, and only a keen observer can infer it. ""Observe,"" the cloud says, ""I may appear
myriad and innocuous, but hidden within can be the rumblings of a mighty storm and untold fury.""
No effect.",False,,,,
omens-cloud-ps03,OMENS,CLOUD,117,117,PS03,"The murky depths reflect a cloud, though no such cloud can be seen in the dark sky above. You reach into the depths, and pull forth...
You may perform scavenge action (without spending
), adding a moonblood to the bag.","The murky depths reflect a cloud, though no such cloud can be seen in the dark sky above. You reach into the depths, and pull forth...
You may perform scavenge action (without spending
), adding a moonblood to the bag.",False,,,,
omens-cloud-pv10,OMENS,CLOUD,117,117,PV10,"A cloud sweeps across the water, signaling a change in weather.
Choose one and resolve it:
A) Look for portents amidst the clouds: Add
.
B) Watch for bad weather: Spend
to look at the top cards of the Journey deck and put any number on the bottom of the Journey deck.","A cloud sweeps across the water, signaling a change in weather.
Choose one and resolve it:
A) Look for portents amidst the clouds: Add
.
B) Watch for bad weather: Spend
to look at the top cards of the Journey deck and put any number on the bottom of the Journey deck.",False,,,,
omens-cloud-sp06,OMENS,CLOUD,117,118,SP06,"A thundercloud above you twists into a skull, its jawless visage looming above you. Lightning crackles menacingly through the dry air. To
brave this storm is to stare into the face of death.
Choose one and resolve it:
(continued on next page)

(cntd.)
Face the storm to prove your resolve: Roll
and resolve the following:
1
Suffer
. Add the misfortune mark to the Legend side of your Character card.
2-6
Gain the indomitable trait and
to an attribute of your choice. Add the
mark to the Legend side
of your Character card.
Hide amidst the lowlands while the storm passes: Gain
to an attribute of your choice.","A thundercloud above you twists into a skull, its jawless visage looming above you. Lightning crackles menacingly through the dry air. To
brave this storm is to stare into the face of death.
Choose one and resolve it:
(continued on next page)

(cntd.)
Face the storm to prove your resolve: Roll
and resolve the following:
1
Suffer
. Add the misfortune mark to the Legend side of your Character card.
2-6
Gain the indomitable trait and
to an attribute of your choice. Add the
mark to the Legend side
of your Character card.
Hide amidst the lowlands while the storm passes: Gain
to an attribute of your choice.",False,,,,Merged duplicate source ID across page boundary.
omens-cloud-st13,OMENS,CLOUD,118,118,ST13,"Atop the monument you watch a distant storm cloud advance across the horizon, perfectly framed in the round portal in the center of the
stone monument. The cloud carries in it the power of lightning and rain.
Gain
to
.","Atop the monument you watch a distant storm cloud advance across the horizon, perfectly framed in the round portal in the center of the
stone monument. The cloud carries in it the power of lightning and rain.
Gain
to
.",False,,,,
omens-cloud-tt07,OMENS,CLOUD,118,118,TT07,"The twisting roots form a strange pattern, perhaps they wrapped around something that is no longer here?
Gain a fiber and
to
.","The twisting roots form a strange pattern, perhaps they wrapped around something that is no longer here?
Gain a fiber and
to
.
Add Sallow Leaves Fall (CN02) to your looming challenges if you haven't completed it.",True,Cloud TT07,v1.0.0,Appended errata sentence/text.,
omens-cloud-vv02,OMENS,CLOUD,118,118,VV02,"A great helix of vines ascends the mountain before you, its top surrounded in thunderous clouds. The fury of the sky crackles between the
vines' crystalline thorns, and you feel it flow into the earth around you. Can you climb this spire?
Resolve the first you are able:
A) Accept that the sky is for the clouds: If the
mark is already on the primal cave wall, you gain a major boost to
.
B) Seek the greatest heights: Test
to climb. Add +2 if you are cunning, and +2 if you have Rope.
12+
You climb for what feels like hours, dodging the surging energies. At the top, you look down upon the vale. You may choose one
unexplored hex and look at it for 30 seconds, then place it back unexplored. Then, illustrate the saga of the great climb on the primal
cave wall, including the
mark and the discovery mark.
9-11	 You struggle your way to the midway point, but decide that discretion is the better part of valor and turn back. Lose
and gain a major
boost to
.
1-8
You climb part way up before being struck by an arc of lightning. You fall from the sky. Suffer
and add
.","A great helix of vines ascends the mountain before you, its top surrounded in thunderous clouds. The fury of the sky crackles between the
vines' crystalline thorns, and you feel it flow into the earth around you. Can you climb this spire?
Resolve the first you are able:
A) Accept that the sky is for the clouds: If the
mark is already on the primal cave wall, you gain a major boost to
.
B) Seek the greatest heights: Test
to climb. Add +2 if you are cunning, and +2 if you have Rope.
12+
You climb for what feels like hours, dodging the surging energies. At the top, you look down upon the vale. You may choose one
unexplored hex and look at it for 30 seconds, then place it back unexplored. Then, illustrate the saga of the great climb on the primal
cave wall, including the
mark and the discovery mark.
9-11	 You struggle your way to the midway point, but decide that discretion is the better part of valor and turn back. Lose
and gain a major
boost to
.
1-8
You climb part way up before being struck by an arc of lightning. You fall from the sky. Suffer
and add
.",False,,,,
